"","infinitive","forms"
"208","dejar","dejo;dejas;deja;dejamos;dejáis;dejan;dejando;dejado;dejaré;dejarás;dejará;dejaremos;dejaréis;dejarán;dejaba;dejabas;dejábamos;dejabais;dejaban;dejé;dejaste;dejó;dejasteis;dejaron;dejaría;dejarías;dejaríamos;dejaríais;dejarían;deje;dejes;dejemos;dejéis;dejen;dejara;dejaras;dejáramos;dejarais;dejaran;dejare;dejares;dejáremos;dejareis;dejaren;;dejad"
"209","demostrar","demuestro;demuestras;demuestra;demostramos;demostráis;demuestran;demostrando;demostrado;demostraré;demostrarás;demostrará;demostraremos;demostraréis;demostrarán;demostraba;demostrabas;demostrábamos;demostrabais;demostraban;demostré;demostraste;demostró;demostrasteis;demostraron;demostraría;demostrarías;demostraríamos;demostraríais;demostrarían;demuestre;demuestres;demostremos;demostréis;demuestren;demostrara;demostraras;demostráramos;demostrarais;demostraran;demostrare;demostrares;demostráremos;demostrareis;demostraren;;demostrad"
"210","depender","dependo;dependes;depende;dependemos;dependéis;dependen;dependiendo;dependido;dependeré;dependerás;dependerá;dependeremos;dependeréis;dependerán;dependía;dependías;dependíamos;dependíais;dependían;dependí;dependiste;dependió;dependimos;dependisteis;dependieron;dependería;dependerías;dependeríamos;dependeríais;dependerían;dependa;dependas;dependamos;dependáis;dependan;dependiera;dependieras;dependiéramos;dependierais;dependieran;dependiere;dependieres;dependiéremos;dependiereis;dependieren;;depended"
"211","depositar","deposito;depositas;deposita;depositamos;depositáis;depositan;depositando;depositado;depositaré;depositarás;depositará;depositaremos;depositaréis;depositarán;depositaba;depositabas;depositábamos;depositabais;depositaban;deposité;depositaste;depositó;depositasteis;depositaron;depositaría;depositarías;depositaríamos;depositaríais;depositarían;deposite;deposites;depositemos;depositéis;depositen;depositara;depositaras;depositáramos;depositarais;depositaran;depositare;depositares;depositáremos;depositareis;depositaren;;depositad"
"212","deprimir","deprimo;deprimes;deprime;deprimimos;deprimís;deprimen;deprimiendo;deprimido;deprimiré;deprimirás;deprimirá;deprimiremos;deprimiréis;deprimirán;deprimía;deprimías;deprimíamos;deprimíais;deprimían;deprimí;deprimiste;deprimió;deprimisteis;deprimieron;deprimiría;deprimirías;deprimiríamos;deprimiríais;deprimirían;deprima;deprimas;deprimamos;deprimáis;depriman;deprimiera;deprimieras;deprimiéramos;deprimierais;deprimieran;deprimiere;deprimieres;deprimiéremos;deprimiereis;deprimieren;;deprimid"
"213","derretir","derrito;derrites;derrite;derretimos;derretís;derriten;derritiendo;derretido;derretiré;derretirás;derretirá;derretiremos;derretiréis;derretirán;derretía;derretías;derretíamos;derretíais;derretían;derretí;derretiste;derritió;derretisteis;derritieron;derretiría;derretirías;derretiríamos;derretiríais;derretirían;derrita;derritas;derritamos;derritáis;derritan;derritiera;derritieras;derritiéramos;derritierais;derritieran;derritiere;derritieres;derritiéremos;derritiereis;derritieren;;derretid"
"214","desagradar","desagrado;desagradas;desagrada;desagradamos;desagradáis;desagradan;desagradando;desagradado;desagradaré;desagradarás;desagradará;desagradaremos;desagradaréis;desagradarán;desagradaba;desagradabas;desagradábamos;desagradabais;desagradaban;desagradé;desagradaste;desagradó;desagradasteis;desagradaron;desagradaría;desagradarías;desagradaríamos;desagradaríais;desagradarían;desagrade;desagrades;desagrademos;desagradéis;desagraden;desagradara;desagradaras;desagradáramos;desagradarais;desagradaran;desagradare;desagradares;desagradáremos;desagradareis;desagradaren;;desagradad"
"215","desagradecer","desagradezco;desagradeces;desagradece;desagradecemos;desagradecéis;desagradecen;desagradeciendo;desagradecido;desagradeceré;desagradecerás;desagradecerá;desagradeceremos;desagradeceréis;desagradecerán;desagradecía;desagradecías;desagradecíamos;desagradecíais;desagradecían;desagradecí;desagradeciste;desagradeció;desagradecimos;desagradecisteis;desagradecieron;desagradecería;desagradecerías;desagradeceríamos;desagradeceríais;desagradecerían;desagradezca;desagradezcas;desagradezcamos;desagradezcáis;desagradezcan;desagradeciera;desagradecieras;desagradeciéramos;desagradecierais;desagradecieran;desagradeciere;desagradecieres;desagradeciéremos;desagradeciereis;desagradecieren;;desagradeced"
"216","desaparecer","desaparezco;desapareces;desaparece;desaparecemos;desaparecéis;desaparecen;desapareciendo;desaparecido;desapareceré;desaparecerás;desaparecerá;desapareceremos;desapareceréis;desaparecerán;desaparecía;desaparecías;desaparecíamos;desaparecíais;desaparecían;desaparecí;desapareciste;desapareció;desaparecimos;desaparecisteis;desaparecieron;desaparecería;desaparecerías;desapareceríamos;desapareceríais;desaparecerían;desaparezca;desaparezcas;desaparezcamos;desaparezcáis;desaparezcan;desapareciera;desaparecieras;desapareciéramos;desaparecierais;desaparecieran;desapareciere;desaparecieres;desapareciéremos;desapareciereis;desaparecieren;;desapareced"
"217","desarrollar","desarrollo;desarrollas;desarrolla;desarrollamos;desarrolláis;desarrollan;desarrollando;desarrollado;desarrollaré;desarrollarás;desarrollará;desarrollaremos;desarrollaréis;desarrollarán;desarrollaba;desarrollabas;desarrollábamos;desarrollabais;desarrollaban;desarrollé;desarrollaste;desarrolló;desarrollasteis;desarrollaron;desarrollaría;desarrollarías;desarrollaríamos;desarrollaríais;desarrollarían;desarrolle;desarrolles;desarrollemos;desarrolléis;desarrollen;desarrollara;desarrollaras;desarrolláramos;desarrollarais;desarrollaran;desarrollare;desarrollares;desarrolláremos;desarrollareis;desarrollaren;;desarrollad"
"218","desarrollarse",";desarróllate;desarrollaos;desarróllese;desarróllense;desarrollándose;desarrollado"
"219","desayunar","desayuno;desayunas;desayuna;desayunamos;desayunáis;desayunan;desayunando;desayunado;desayunaré;desayunarás;desayunará;desayunaremos;desayunaréis;desayunarán;desayunaba;desayunabas;desayunábamos;desayunabais;desayunaban;desayuné;desayunaste;desayunó;desayunasteis;desayunaron;desayunaría;desayunarías;desayunaríamos;desayunaríais;desayunarían;desayune;desayunes;desayunemos;desayunéis;desayunen;desayunara;desayunaras;desayunáramos;desayunarais;desayunaran;desayunare;desayunares;desayunáremos;desayunareis;desayunaren;;desayunad"
"220","descansar","descanso;descansas;descansa;descansamos;descansáis;descansan;descansando;descansado;descansaré;descansarás;descansará;descansaremos;descansaréis;descansarán;descansaba;descansabas;descansábamos;descansabais;descansaban;descansé;descansaste;descansó;descansasteis;descansaron;descansaría;descansarías;descansaríamos;descansaríais;descansarían;descanse;descanses;descansemos;descanséis;descansen;descansara;descansaras;descansáramos;descansarais;descansaran;descansare;descansares;descansáremos;descansareis;descansaren;;descansad"
"221","descender","desciendo;desciendes;desciende;descendemos;descendéis;descienden;descendiendo;descendido;descenderé;descenderás;descenderá;descenderemos;descenderéis;descenderán;descendía;descendías;descendíamos;descendíais;descendían;descendí;descendiste;descendió;descendimos;descendisteis;descendieron;descendería;descenderías;descenderíamos;descenderíais;descenderían;descienda;desciendas;descendamos;descendáis;desciendan;descendiera;descendieras;descendiéramos;descendierais;descendieran;descendiere;descendieres;descendiéremos;descendiereis;descendieren;;descended"
"222","describir","describo;describes;describe;describimos;describís;describen;describiendo;descrito;describiré;describirás;describirá;describiremos;describiréis;describirán;describía;describías;describíamos;describíais;describían;describí;describiste;describió;describisteis;describieron;describiría;describirías;describiríamos;describiríais;describirían;describa;describas;describamos;describáis;describan;describiera;describieras;describiéramos;describierais;describieran;describiere;describieres;describiéremos;describiereis;describieren;;describid"
"223","descubrir","descubro;descubres;descubre;descubrimos;descubrís;descubren;descubriendo;descubierto;descubriré;descubrirás;descubrirá;descubriremos;descubriréis;descubrirán;descubría;descubrías;descubríamos;descubríais;descubrían;descubrí;descubriste;descubrió;descubristeis;descubrieron;descubriría;descubrirías;descubriríamos;descubriríais;descubrirían;descubra;descubras;descubramos;descubráis;descubran;descubriera;descubrieras;descubriéramos;descubrierais;descubrieran;descubriere;descubrieres;descubriéremos;descubriereis;descubrieren;;descubrid"
"224","desear","deseo;deseas;desea;deseamos;deseáis;desean;deseando;deseado;desearé;desearás;deseará;desearemos;desearéis;desearán;deseaba;deseabas;deseábamos;deseabais;deseaban;deseé;deseaste;deseó;deseasteis;desearon;desearía;desearías;desearíamos;desearíais;desearían;desee;desees;deseemos;deseéis;deseen;deseara;desearas;deseáramos;desearais;desearan;deseare;deseares;deseáremos;deseareis;desearen;;desead"
"225","deshacer","deshago;deshaces;deshace;deshacemos;deshacéis;deshacen;deshaciendo;deshecho;desharé;desharás;deshará;desharemos;desharéis;desharán;deshacía;deshacías;deshacíamos;deshacíais;deshacían;deshice;deshiciste;deshizo;deshicimos;deshicisteis;deshicieron;desharía;desharías;desharíamos;desharíais;desharían;deshaga;deshagas;deshagamos;deshagáis;deshagan;deshiciera;deshicieras;deshiciéramos;deshicierais;deshicieran;deshiciere;deshicieres;deshiciéremos;deshiciereis;deshicieren;;deshaz;deshaced"
"226","despedir","despido;despides;despide;despedimos;despedís;despiden;despidiendo;despedido;despediré;despedirás;despedirá;despediremos;despediréis;despedirán;despedía;despedías;despedíamos;despedíais;despedían;despedí;despediste;despidió;despedisteis;despidieron;despediría;despedirías;despediríamos;despediríais;despedirían;despida;despidas;despidamos;despidáis;despidan;despidiera;despidieras;despidiéramos;despidierais;despidieran;despidiere;despidieres;despidiéremos;despidiereis;despidieren;;despedid"
"227","despertar","despierto;despiertas;despierta;despertamos;despertáis;despiertan;despertando;despertado;despertaré;despertarás;despertará;despertaremos;despertaréis;despertarán;despertaba;despertabas;despertábamos;despertabais;despertaban;desperté;despertaste;despertó;despertasteis;despertaron;despertaría;despertarías;despertaríamos;despertaríais;despertarían;despierte;despiertes;despertemos;despertéis;despierten;despertara;despertaras;despertáramos;despertarais;despertaran;despertare;despertares;despertáremos;despertareis;despertaren;;despertad"
"228","despertarse",";despiértate;despertaos;despiértese;despiértense;despertándose;despertado"
"229","destruir","destruyo;destruyes;destruye;destruimos;destruís;destruyen;destruyendo;destruido;destruiré;destruirás;destruirá;destruiremos;destruiréis;destruirán;destruía;destruías;destruíamos;destruíais;destruían;destruí;destruiste;destruyó;destruisteis;destruyeron;destruiría;destruirías;destruiríamos;destruiríais;destruirían;destruya;destruyas;destruyamos;destruyáis;destruyan;destruyera;destruyeras;destruyéramos;destruyerais;destruyeran;destruyere;destruyeres;destruyéremos;destruyereis;destruyeren;;destruid"
"230","detener","detengo;detienes;detiene;detenemos;detenéis;detienen;deteniendo;detenido;detendré;detendrás;detendrá;detendremos;detendréis;detendrán;detenía;detenías;deteníamos;deteníais;detenían;detuve;detuviste;detuvo;detuvimos;detuvisteis;detuvieron;detendría;detendrías;detendríamos;detendríais;detendrían;detenga;detengas;detengamos;detengáis;detengan;detuviera;detuvieras;detuviéramos;detuvierais;detuvieran;detuviere;detuvieres;detuviéremos;detuviereis;detuvieren;;detén;detened"
"231","detenerse",";detente;deteneos;deténgase;deténganse;deteniéndose;detenido"
"232","detestar","detesto;detestas;detesta;detestamos;detestáis;detestan;detestando;detestado;detestaré;detestarás;detestará;detestaremos;detestaréis;detestarán;detestaba;detestabas;detestábamos;detestabais;detestaban;detesté;detestaste;detestó;detestasteis;detestaron;detestaría;detestarías;detestaríamos;detestaríais;detestarían;deteste;detestes;detestemos;detestéis;detesten;detestara;detestaras;detestáramos;detestarais;detestaran;detestare;detestares;detestáremos;detestareis;detestaren;;detestad"
"233","devolver","devuelvo;devuelves;devuelve;devolvemos;devolvéis;devuelven;devolviendo;devuelto;devolveré;devolverás;devolverá;devolveremos;devolveréis;devolverán;devolvía;devolvías;devolvíamos;devolvíais;devolvían;devolví;devolviste;devolvió;devolvimos;devolvisteis;devolvieron;devolvería;devolverías;devolveríamos;devolveríais;devolverían;devuelva;devuelvas;devolvamos;devolváis;devuelvan;devolviera;devolvieras;devolviéramos;devolvierais;devolvieran;devolviere;devolvieres;devolviéremos;devolviereis;devolvieren;;devolved"
"234","devorar","devoro;devoras;devora;devoramos;devoráis;devoran;devorando;devorado;devoraré;devorarás;devorará;devoraremos;devoraréis;devorarán;devoraba;devorabas;devorábamos;devorabais;devoraban;devoré;devoraste;devoró;devorasteis;devoraron;devoraría;devorarías;devoraríamos;devoraríais;devorarían;devore;devores;devoremos;devoréis;devoren;devorara;devoraras;devoráramos;devorarais;devoraran;devorare;devorares;devoráremos;devorareis;devoraren;;devorad"
"235","dibujar","dibujo;dibujas;dibuja;dibujamos;dibujáis;dibujan;dibujando;dibujado;dibujaré;dibujarás;dibujará;dibujaremos;dibujaréis;dibujarán;dibujaba;dibujabas;dibujábamos;dibujabais;dibujaban;dibujé;dibujaste;dibujó;dibujasteis;dibujaron;dibujaría;dibujarías;dibujaríamos;dibujaríais;dibujarían;dibuje;dibujes;dibujemos;dibujéis;dibujen;dibujara;dibujaras;dibujáramos;dibujarais;dibujaran;dibujare;dibujares;dibujáremos;dibujareis;dibujaren;;dibujad"
"236","dirigir","dirijo;diriges;dirige;dirigimos;dirigís;dirigen;dirigiendo;dirigido;dirigiré;dirigirás;dirigirá;dirigiremos;dirigiréis;dirigirán;dirigía;dirigías;dirigíamos;dirigíais;dirigían;dirigí;dirigiste;dirigió;dirigisteis;dirigieron;dirigiría;dirigirías;dirigiríamos;dirigiríais;dirigirían;dirija;dirijas;dirijamos;dirijáis;dirijan;dirigiera;dirigieras;dirigiéramos;dirigierais;dirigieran;dirigiere;dirigieres;dirigiéremos;dirigiereis;dirigieren;;dirigid"
"237","diseñar","diseño;diseñas;diseña;diseñamos;diseñáis;diseñan;diseñando;diseñado;diseñaré;diseñarás;diseñará;diseñaremos;diseñaréis;diseñarán;diseñaba;diseñabas;diseñábamos;diseñabais;diseñaban;diseñé;diseñaste;diseñó;diseñasteis;diseñaron;diseñaría;diseñarías;diseñaríamos;diseñaríais;diseñarían;diseñe;diseñes;diseñemos;diseñéis;diseñen;diseñara;diseñaras;diseñáramos;diseñarais;diseñaran;diseñare;diseñares;diseñáremos;diseñareis;diseñaren;;diseñad"
